851, 504, 15.09.2025 11:14:33, 
851, 504, 15.09.2025 11:14:33, 
851, 504, 15.09.2025 11:14:33, 
851, 504, 15.09.2025 11:14:33, 
851, 504, 15.09.2025 11:14:33, 
851, 504, 15.09.2025 11:14:33, 
851, 504, 15.09.2025 11:14:33, 
851, 504, 15.09.2025 11:14:33, 
812, 525, 15.09.2025 11:14:34, 
788, 525, 15.09.2025 11:14:34, 
770, 525, 15.09.2025 11:14:34, 
707, 514, 15.09.2025 11:14:34, 
682, 508, 15.09.2025 11:14:34, 
554, 468, 15.09.2025 11:14:34, 
524, 454, 15.09.2025 11:14:34, 
1278, 1061, 15.09.2025 11:14:34, 
1278, 1062, 15.09.2025 11:14:34, 
1278, 1032, 15.09.2025 11:14:35, 
1266, 1003, 15.09.2025 11:14:35, 
0, 0, 15.09.2025 11:14:35, 
0, 0, 15.09.2025 11:14:35, 
0, 0, 15.09.2025 11:14:35, 
0, 0, 15.09.2025 11:14:35, 
0, 0, 15.09.2025 11:14:35, 
-12, 101, 15.09.2025 11:14:36, 
-14, 106, 15.09.2025 11:14:36, 
-26, 146, 15.09.2025 11:14:36, 
-30, 159, 15.09.2025 11:14:36, 
-37, 180, 15.09.2025 11:14:36, 
-46, 205, 15.09.2025 11:14:36, 
-55, 232, 15.09.2025 11:14:36, 
347, 1079, 15.09.2025 11:14:36, 
386, 1079, 15.09.2025 11:14:36, 
424, 1079, 15.09.2025 11:14:36, 
465, 1079, 15.09.2025 11:14:36, 
505, 1079, 15.09.2025 11:14:36, 
542, 1077, 15.09.2025 11:14:36, 
577, 1072, 15.09.2025 11:14:36, 
604, 1066, 15.09.2025 11:14:36, 
628, 1058, 15.09.2025 11:14:36, 
641, 1049, 15.09.2025 11:14:37, 
643, 1041, 15.09.2025 11:14:37, 
634, 1026, 15.09.2025 11:14:37, 
608, 1006, 15.09.2025 11:14:37, 
550, 980, 15.09.2025 11:14:37, 
459, 948, 15.09.2025 11:14:37, 
330, 906, 15.09.2025 11:14:37, 
173, 861, 15.09.2025 11:14:37, 
-18, 811, 15.09.2025 11:14:37, 
-174, 770, 15.09.2025 11:14:37, 
-354, 721, 15.09.2025 11:14:37, 
-518, 667, 15.09.2025 11:14:37, 
-656, 607, 15.09.2025 11:14:37, 
-783, 536, 15.09.2025 11:14:37, 
-863, 473, 15.09.2025 11:14:37, 
-916, 409, 15.09.2025 11:14:37, 
-942, 350, 15.09.2025 11:14:37, 
-948, 294, 15.09.2025 11:14:37, 
-944, 253, 15.09.2025 11:14:37, 
-931, 206, 15.09.2025 11:14:37, 
-916, 167, 15.09.2025 11:14:37, 
-902, 131, 15.09.2025 11:14:37, 
-895, 104, 15.09.2025 11:14:37, 
-893, 79, 15.09.2025 11:14:37, 
-897, 65, 15.09.2025 11:14:37, 
-905, 57, 15.09.2025 11:14:37, 
-915, 56, 15.09.2025 11:14:37, 
-931, 62, 15.09.2025 11:14:37, 
-957, 80, 15.09.2025 11:14:37, 
-987, 105, 15.09.2025 11:14:37, 
-1015, 136, 15.09.2025 11:14:37, 
-1040, 182, 15.09.2025 11:14:37, 
-1052, 241, 15.09.2025 11:14:37, 
-1052, 285, 15.09.2025 11:14:37, 
-1040, 331, 15.09.2025 11:14:37, 
-1012, 365, 15.09.2025 11:14:37, 
